Name,Interceptions,Penalty committed,Errors lead to goal,Dribbled past,Total passes,Accurate passes %,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Aerial duels won %,Total duels won %,Appearances,Age Range,Position,League,Level,Goals,Headed goals,Tackles,Clearances,Big chances created,Accurate final third passes,Fouls,Successful dribbles %,Total shots,Set piece conversion %,Assists,Was fouled,Big chances missed
Seung-hyun Jung,0.91,0.04,0.0,0.26,0.5952000000000001,0.8671,0.5136999999999999,,,,,0.7,,0.6,0.6181,23.0,2.0,2.0,Korea del Sur K League 1,4.0,0.04,0.0,1.22,2.96,0.0,0.0557,0.61,,,,,,
Jeong-ho Hong,1.27,0.0,0.0,0.32,0.4623,0.8584,0.5467,,,,,0.77,,0.6364,0.6014,22.0,3.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.0,3.09,0.0,0.0436,0.82,,,,,,
Myeong-jae Lee,0.66,0.0,0.0,0.48,0.49,0.8487,0.5449,,,,,0.86,,0.6786,0.5806,29.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.31,0.83,0.14,0.1038,0.41,,,,,,
Ki Je Lee,0.74,0.0,0.0,0.61,0.43,0.7944,0.4545,,,,,1.35,,0.4286,0.537,31.0,3.0,2.0,Korea del Sur K League 1,4.0,0.06,0.0,1.42,1.58,0.35,0.0832,0.74,,,,,,
Chang Woo Rim,1.14,0.0,0.0,0.57,0.3829,0.7761,0.374,,,,,0.76,,0.5155,0.5838,21.0,3.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.95,2.0,0.1,0.0595,0.71,,,,,,
Young-woo Seol,1.0,0.0,0.03,0.5,0.5916,0.8737,0.5357,,,,,0.84,,0.4871999999999999,0.5956,32.0,2.0,2.0,Korea del Sur K League 1,4.0,0.09,0.0,1.34,1.38,0.09,0.1425,0.47,,,,,,
Ju-sung Kim,1.45,0.03,0.0,0.18,0.7511,0.91,0.5871,,,,,1.24,,0.6406000000000001,0.6123,38.0,1.0,2.0,Korea del Sur K League 1,4.0,0.05,0.03,0.79,3.24,0.03,0.0382,0.68,,,,,,
Young-Gwon Kim,1.32,0.06,0.0,0.52,0.8003,0.8742,0.5274,,,,,0.74,,0.5507,0.5333,31.0,3.0,2.0,Korea del Sur K League 1,4.0,0.03,0.0,0.84,2.77,0.0,0.1097,0.81,,,,,,
Yu-min Jo,1.05,0.1,0.0,0.57,0.6224000000000001,0.8164,0.5238,,,,,1.1,,0.6720999999999999,0.6275999999999999,21.0,2.0,2.0,Korea del Sur K League 1,4.0,0.1,0.1,1.29,4.05,0.05,0.0513999999999999,0.67,,,,,,
Jeong-un Hong,1.42,0.03,0.0,0.52,0.2685,0.7573000000000001,0.4514,,,,,0.94,,0.5726,0.621,33.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.61,5.55,0.03,0.0121,0.48,,,,,,
Yeong-kyu Ahn,0.78,0.0,0.03,0.25,0.6828,0.8892,0.5519,,,,,0.78,,0.5496,0.5911,32.0,3.0,2.0,Korea del Sur K League 1,4.0,0.06,0.03,1.19,3.53,0.06,0.0553,0.63,,,,,,
Wanderson,1.21,0.0,0.0,1.0,0.4332,0.825,0.4304,,,,,0.63,,0.6552,0.5593,19.0,3.0,2.0,Korea del Sur K League 1,4.0,0.11,0.0,2.58,1.16,0.11,0.0942,0.74,,,,,,
Ban-suk Oh,1.0,0.04,0.0,0.3,0.4363,0.7912,0.3041,,,,,0.96,,0.624,0.6637000000000001,27.0,3.0,2.0,Korea del Sur K League 1,4.0,0.11,0.07,1.81,3.33,0.04,0.0296,0.52,,,,,,
Kee-hee Kim,1.31,0.04,0.0,0.35,0.6338,0.8689,0.5502,,,,,0.96,,0.6,0.5924,26.0,3.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.42,3.23,0.0,0.0592,0.73,,,,,,
Tae-uk Jeong,1.39,0.0,0.03,0.39,0.5277000000000001,0.8593999999999999,0.4161999999999999,,,,,0.81,,0.748,0.6234000000000001,31.0,2.0,2.0,Korea del Sur K League 1,4.0,0.03,0.03,0.84,3.52,0.03,0.0435,1.23,,,,,,
Han-Beom Lee,1.56,0.06,0.0,0.56,0.8844,0.9108,0.5966,,,,,1.28,,0.6940999999999999,0.5893999999999999,18.0,1.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.11,2.94,0.06,0.0661,1.28,,,,,,
Jin-su Kim,1.63,0.05,0.0,0.58,0.3915999999999999,0.7473000000000001,0.3333,,,,,0.84,,0.5,0.4847999999999999,19.0,3.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.21,1.11,0.05,0.0742,1.26,,,,,,
Chang-rae Ha,0.96,0.0,0.0,0.68,0.5811,0.9023,0.6595,,,,,0.68,,0.5778,0.5411,28.0,2.0,2.0,Korea del Sur K League 1,4.0,0.07,0.07,1.36,3.96,0.0,0.0282,1.11,,,,,,
Chan-yong Park,1.0,0.0,0.0,0.31,0.4888,0.8725,0.539,,,,,0.5,,0.6146,0.6063000000000001,26.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.12,2.42,0.0,0.0304,0.54,,,,,,
Jin-hyeok Kim,1.53,0.0,0.0,0.21,0.2455,0.7353000000000001,0.4175999999999999,,,,,0.82,,0.5054,0.5563,38.0,2.0,2.0,Korea del Sur K League 1,4.0,0.03,0.0,1.42,3.37,0.03,0.0208,0.82,,,,,,
Seung-wook Park,1.29,0.0,0.0,0.77,0.61,0.8308,0.5390999999999999,,,,,0.71,,0.4533,0.552,31.0,2.0,2.0,Korea del Sur K League 1,4.0,0.03,0.03,1.87,1.32,0.13,0.0794,0.94,,,,,,
Yong Lee,1.04,0.0,0.0,0.69,0.4831,0.8137000000000001,0.5490999999999999,,,,,1.31,,0.4393999999999999,0.56,26.0,3.0,2.0,Korea del Sur K League 1,4.0,0.04,0.0,2.54,1.38,0.04,0.0942,0.62,,,,,,
Chae-min Im,0.77,0.0,0.0,0.42,0.5423,0.8687999999999999,0.5385,,,,,0.88,,0.5783,0.5635,26.0,3.0,2.0,Korea del Sur K League 1,4.0,0.04,0.0,1.04,3.46,0.0,0.0446,1.04,,,,,,
Min-ki Lee,0.96,0.0,0.0,0.57,0.4343,0.8881999999999999,0.6552,,,,,0.61,,0.4681,0.557,28.0,2.0,2.0,Korea del Sur K League 1,4.0,0.04,0.0,2.07,1.46,0.04,0.0871,0.82,,,,,,
Yeong-bin Kim,0.78,0.0,0.03,0.18,0.4968,0.845,0.5528,,,,,0.83,,0.6359,0.6026,40.0,3.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,0.88,3.93,0.0,0.0165,0.75,,,,,,
Ho-ik Jang,1.88,0.0,0.0,0.65,0.3765,0.8375,0.4684,,,,,0.94,,0.7368000000000001,0.7082999999999999,17.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,2.12,1.53,0.12,0.0365,0.41,,,,,,
Chung Woon,0.76,0.0,0.0,0.2,0.4808,0.8586,0.5556,,,,,0.84,,0.4769,0.5426,25.0,3.0,2.0,Korea del Sur K League 1,4.0,0.08,0.04,0.96,1.8,0.04,0.0676,0.72,,,,,,
Dave Bulthuis,1.61,0.11,0.0,0.22,0.4039,0.8294,0.4767,,,,,1.17,,0.7970999999999999,0.7037,18.0,3.0,2.0,Korea del Sur K League 1,4.0,0.06,0.06,0.78,2.83,0.0,0.02,0.5,,,,,,
Han Hogang,1.0,0.04,0.0,0.35,0.4025999999999999,0.8175,0.4640999999999999,,,,,0.91,,0.4835,0.497,23.0,2.0,2.0,Korea del Sur K League 1,4.0,0.13,0.13,1.22,3.17,0.0,0.0222,0.96,,,,,,
Kim Kang-San,1.0,0.04,0.0,0.36,0.2432,0.7928000000000001,0.4353,,,,,0.56,,0.6027,0.6224000000000001,25.0,2.0,2.0,Korea del Sur K League 1,4.0,0.04,0.04,1.24,2.2,0.0,0.0283999999999999,0.56,,,,,,
Kweon Hang-Jin,1.0,0.0,0.0,0.28,0.3972,0.8741,0.4029999999999999,,,,,0.72,,0.4236999999999999,0.4211,18.0,3.0,2.0,Korea del Sur K League 1,4.0,0.06,0.0,0.61,3.56,0.0,0.0139,0.67,,,,,,
Jin-woo Jo,1.42,0.0,0.03,0.48,0.2782,0.7168000000000001,0.3784,,,,,0.82,,0.6548,0.5832999999999999,33.0,1.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,0.94,4.45,0.06,0.0179,0.97,,,,,,
Uh-jae Jeong,1.08,0.0,0.0,0.46,0.3515,0.7757,0.4604999999999999,,,,,0.65,,0.5397,0.5861999999999999,26.0,3.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.65,1.5,0.04,0.0785,0.35,,,,,,
Tae-seok Lee,1.2,0.0,0.03,0.33,0.4463,0.7565000000000001,0.2981,,,,,0.83,,0.5,0.5495,30.0,1.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.47,1.7,0.07,0.072,0.87,,,,,,
Ja-ryong Koo,1.65,0.0,0.0,0.7,0.4590999999999999,0.8589,0.4732,,,,,0.61,,0.7286,0.5771999999999999,23.0,3.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,0.83,2.7,0.0,0.0335,0.78,,,,,,
Yeon-su Kim,0.86,0.0,0.0,0.41,0.4068,0.8112,0.3529,,,,,0.64,,0.5625,0.5345,22.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.0,4.68,0.0,0.0245,0.86,,,,,,
Tae-hwan Kim,1.05,0.0,0.0,0.4,0.4175,0.8443,0.561,,,,,0.65,,0.5294,0.4602,20.0,3.0,2.0,Korea del Sur K League 1,4.0,0.05,0.0,1.1,0.7,0.05,0.104,1.0,,,,,,
Ung-heui Lee,2.09,0.0,0.0,0.09,0.3591,0.7848,0.3061,,,,,0.82,,0.5789,0.5857,11.0,3.0,2.0,Korea del Sur K League 1,4.0,0.09,0.0,1.09,2.18,0.0,0.0308999999999999,0.82,,,,,,
Shi-yeong Lee,0.53,0.0,0.0,0.33,0.2167,0.8615,0.5652,,,,,0.53,,0.5455,0.5811,15.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.4,0.73,0.07,0.05,0.4,,,,,,
Moon-hwan Kim,1.55,0.0,0.0,0.64,0.3564,0.8061,0.5,,,,,0.91,,0.5455,0.5079,11.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.27,1.45,0.18,0.0755,0.64,,,,,,
Sang-min Shim,1.05,0.0,0.0,0.29,0.4729,0.7845,0.3354,,,,,0.71,,0.4545,0.5413,21.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,0.67,0.86,0.19,0.0742999999999999,0.48,,,,,,
Bo-kyung Choi,0.69,0.0,0.0,0.08,0.3115,0.9062,0.5333,,,,,0.62,,0.4118,0.5758,13.0,3.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,0.31,1.85,0.0,0.01,0.23,,,,,,
Oh-kyu Kim,1.97,0.03,0.0,0.8,0.5303,0.8001,0.4393999999999999,,,,,1.03,,0.6413,0.5818,30.0,3.0,2.0,Korea del Sur K League 1,4.0,0.03,0.0,1.27,3.5,0.0,0.0523,0.67,,,,,,
Hugo Gomes,0.53,0.0,0.0,0.76,0.5382,0.8055,0.4788,,,,,1.47,,0.6707,0.6605,17.0,2.0,2.0,Korea del Sur K League 1,4.0,0.06,0.06,2.18,4.06,0.0,0.0365,0.59,,,,,,
Keita Suzuki,0.81,0.0,0.0,0.65,0.1296,0.7151000000000001,0.4468,,,,,0.69,,0.3333,0.5375,26.0,2.0,2.0,Korea del Sur K League 1,4.0,0.08,0.0,1.69,0.65,0.04,0.0281,0.42,,,,,,
Seok-yeong Yun,0.91,0.03,0.0,0.5,0.4443999999999999,0.8094,0.3743999999999999,,,,,0.75,,0.5,0.5756,32.0,3.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.0,2.5,0.03,0.0644,0.38,,,,,,
Go Myeong Seok,0.86,0.0,0.0,0.55,0.4068,0.8223,0.4452,,,,,1.18,,0.5062,0.5571,22.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.23,3.5,0.0,0.0209,0.36,,,,,,
Su-il Park,0.97,0.0,0.0,0.39,0.4067,0.8115000000000001,0.4268,,,,,1.03,,0.3143,0.5,36.0,2.0,2.0,Korea del Sur K League 1,4.0,0.03,0.0,1.42,1.17,0.08,0.0769,0.72,,,,,,
Dong-ho Jeong,0.73,0.0,0.07,0.67,0.3857,0.847,0.616,,,,,1.37,,0.4118,0.5847,30.0,3.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.7,0.93,0.07,0.069,0.5,,,,,,
Joo-won Kim,0.96,0.0,0.0,0.25,0.3943,0.8351000000000001,0.392,,,,,1.0,,0.6518,0.61,28.0,3.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,0.68,4.25,0.0,0.0154,1.14,,,,,,
Min-deok Kim,1.27,0.0,0.0,0.38,0.3796,0.7751,0.4,,,,,1.19,,0.5526,0.5443,26.0,2.0,2.0,Korea del Sur K League 1,4.0,0.08,0.0,1.0,3.27,0.0,0.0269,0.5,,,,,,
Kwang-hun Shin,0.81,0.0,0.0,0.33,0.3176,0.8081,0.59,,,,,0.29,,0.5714,0.4936999999999999,21.0,3.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,0.38,0.48,0.05,0.059,0.71,,,,,,
Jackson Lachlan,1.0,0.0,0.0,0.16,0.446,0.8018000000000001,0.4578,,,,,1.56,,0.6117,0.6313,25.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.16,4.4,0.04,0.0272,0.52,,,,,,
Anton Krivotsyuk,1.06,0.03,0.0,0.85,0.4332999999999999,0.8161,0.4599,,,,,1.09,,0.5769,0.5498,33.0,2.0,2.0,Korea del Sur K League 1,4.0,0.03,0.0,1.52,2.94,0.06,0.0452,0.97,,,,,,
Hyeon-uh Kim,0.54,0.04,0.0,0.31,0.3923,0.8373,0.5039,,,,,1.04,,0.5149,0.5509000000000001,26.0,1.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.27,3.65,0.08,0.0227,0.5,,,,,,
Daewon Park,1.42,0.1,0.0,0.39,0.4684,0.8581,0.4843,,,,,0.97,,0.4587,0.4755,31.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,0.87,2.65,0.0,0.0412999999999999,1.0,,,,,,
Ji-hun Kang,0.38,0.0,0.06,0.56,0.2830999999999999,0.7219,0.4255,,,,,0.88,,0.5,0.537,16.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,2.0,1.88,0.0,0.0519,0.81,,,,,,
Uh-seok Kim,0.31,0.0,0.0,0.62,0.3277,0.8216,0.4515999999999999,,,,,0.54,,0.4483,0.4839,13.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,0.77,2.08,0.0,0.0208,0.54,,,,,,
Se-gye Sin,0.8,0.03,0.0,0.3,0.5086999999999999,0.8506,0.47,,,,,1.2,,0.5542,0.5602,30.0,3.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.03,2.93,0.0,0.0266999999999999,0.73,,,,,,
Byeong-hyeon Park,0.58,0.08,0.0,0.33,0.3417,0.8195,0.4925,,,,,1.0,,0.6944,0.625,12.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.08,2.75,0.08,0.0233,1.08,,,,,,
Byeon Jun-soo,0.47,0.0,0.0,0.47,0.1946999999999999,0.7363,0.3617,,,,,0.47,,0.4772999999999999,0.475,15.0,1.0,2.0,Korea del Sur K League 1,4.0,0.07,0.07,0.73,1.33,0.0,0.02,0.6,,,,,,
Chul-soon Choi,0.58,0.0,0.0,0.58,0.2021,0.7943000000000001,0.4871999999999999,,,,,0.47,,0.5333,0.5122,19.0,3.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,0.95,1.05,0.0,0.05,0.42,,,,,,
Seong-won Jang,0.72,0.0,0.0,0.41,0.141,0.7555,0.3582,,,,,0.55,,0.3157999999999999,0.461,29.0,2.0,2.0,Korea del Sur K League 1,4.0,0.03,0.0,0.76,0.69,0.03,0.0341,0.48,,,,,,
Ryu Kwang-hyun,0.73,0.0,0.0,0.91,0.2773,0.682,0.2955,,,,,0.91,,0.75,0.6111,11.0,1.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,2.0,0.82,0.09,0.0345,0.82,,,,,,
Young-Jae Seo,0.87,0.04,0.0,0.43,0.3048,0.7518,0.396,,,,,0.74,,0.303,0.465,23.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.7,1.57,0.09,0.0617,0.61,,,,,,
Jin-ya Kim,0.66,0.0,0.0,0.31,0.2372,0.7733,0.3235,,,,,0.9,,0.3636,0.4855,29.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,1.21,0.55,0.07,0.0428,0.45,,,,,,
Inpyo Oh,0.5,0.0,0.0,0.41,0.1575,0.7897,0.3461999999999999,,,,,0.91,,0.48,0.456,32.0,2.0,2.0,Korea del Sur K League 1,4.0,0.06,0.03,0.63,0.69,0.06,0.0381,0.53,,,,,,
Hyun-taek Cho,0.28,0.0,0.0,0.24,0.059,0.7602,0.1538,,,,,0.24,,0.6923,0.4179,29.0,1.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,0.28,0.31,0.0,0.0169,0.48,,,,,,
Yun-seong Kang,0.62,0.0,0.0,0.38,0.3268999999999999,0.8165,0.5,,,,,1.38,,0.4138,0.4052,13.0,2.0,2.0,Korea del Sur K League 1,4.0,0.08,0.0,1.85,1.69,0.08,0.0715,1.31,,,,,,
Hyun-soo Hwang,0.29,0.0,0.0,0.07,0.165,0.8355,0.4443999999999999,,,,,0.36,,0.48,0.4847999999999999,14.0,2.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,0.29,0.93,0.0,0.0107,0.21,,,,,,
Dae-hwan Kim,0.05,0.0,0.0,0.15,0.0255,0.7451000000000001,0.0,,,,,0.2,,0.0,0.2444,20.0,1.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,0.35,0.05,0.0,0.0085,0.45,,,,,,
Chang-woo Park,0.13,0.0,0.0,0.4,0.1226999999999999,0.7120000000000001,0.15,,,,,0.33,,0.2,0.4103,15.0,1.0,2.0,Korea del Sur K League 1,4.0,0.0,0.0,0.4,0.53,0.0,0.024,0.33,,,,,,
Unai Bilbao,0.68,0.0,0.0,0.27,0.5477000000000001,0.9012,0.6648000000000001,,,,,1.27,,0.6452,0.6343,22.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.23,0.09,0.68,6.0,0.05,0.0327,0.32,,,,,,
Juan Manuel Sanabria,1.14,0.0,0.0,1.05,0.4229,0.7939,0.3697,,,,,1.24,,0.6889,0.5852,21.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.05,0.0,2.24,2.43,0.29,0.0719,0.9,,,,,,
Stefan Medina,1.13,0.0,0.0,0.69,0.4613,0.8753,0.5217,,,,,0.94,,0.6304,0.6065,16.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.06,0.06,2.5,2.63,0.06,0.095,1.19,,,,,,
Diego de Buen,1.28,0.06,0.0,0.94,0.4656,0.8473,0.4943999999999999,,,,,1.5,,0.6507999999999999,0.5776,18.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.28,0.11,1.72,2.28,0.06,0.055,0.72,,,,,,
Brian García,1.38,0.0,0.0,1.0,0.53,0.8597,0.7229000000000001,,,,,0.81,,0.5333,0.5,16.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.56,1.63,0.19,0.0888,0.69,,,,,,
Jesús Gallardo,0.73,0.0,0.07,1.0,0.396,0.8131,0.4068,,,,,0.93,,0.6175999999999999,0.5896,15.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.07,0.0,2.47,1.6,0.07,0.0907,0.8,,,,,,
Luis Reyes,1.38,0.13,0.0,0.75,0.4038,0.8189,0.3797,,,,,0.94,,0.5172,0.5769,16.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,2.44,1.44,0.25,0.0738,0.75,,,,,,
Adrián Aldrete,1.16,0.0,0.0,0.53,0.2979,0.7243999999999999,0.363,,,,,0.63,,0.6087,0.5631,19.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.05,2.63,0.32,0.0447,0.68,,,,,,
Valber Huerta,0.94,0.06,0.0,0.5,0.7112999999999999,0.8946,0.5893999999999999,,,,,1.0,,0.625,0.6526000000000001,16.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.5,3.44,0.0,0.0744,0.44,,,,,,
Javier Aquino,1.23,0.09,0.0,1.0,0.5182,0.836,0.4667,,,,,0.68,,0.5,0.6065999999999999,22.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,2.5,1.23,0.09,0.1259,0.73,,,,,,
Jesús Angulo,1.23,0.05,0.0,0.68,0.4241,0.8123999999999999,0.4563,,,,,0.73,,0.6522,0.6104999999999999,22.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.14,0.0,2.59,1.73,0.18,0.0691,1.14,,,,,,
Nicolás Díaz,1.63,0.0,0.06,0.19,0.4775,0.8207,0.5099,,,,,1.13,,0.6098,0.708,16.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,2.25,4.06,0.0,0.0375,0.81,,,,,,
Alan Montes,1.47,0.0,0.0,0.41,0.3482,0.728,0.3889,,,,,1.12,,0.6712,0.6644,17.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.06,0.06,1.94,4.06,0.06,0.0388,0.88,,,,,,
Félix Torres,2.28,0.06,0.0,0.17,0.3782999999999999,0.7166,0.4759,,,,,1.5,,0.7228,0.6779000000000001,18.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.28,0.22,1.06,4.5,0.06,0.0372,0.83,,,,,,
Sebastián Vegas,1.13,0.0,0.0,1.13,0.4539999999999999,0.8545999999999999,0.4752,,,,,0.8,,0.5172,0.4597,15.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.07,0.07,1.27,3.27,0.13,0.0493,1.0,,,,,,
Andrés Mosquera,0.94,0.0,0.0,0.44,0.65,0.9077,0.4767,,,,,0.81,,0.5652,0.5607,16.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.38,3.94,0.06,0.04,1.25,,,,,,
Brayan Angulo,1.11,0.0,0.0,0.94,0.4289,0.8148000000000001,0.5556,,,,,1.5,,0.6667000000000001,0.5690999999999999,18.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.11,0.06,1.72,1.0,0.22,0.095,0.83,,,,,,
Gilberto Sepúlveda,1.73,0.0,0.0,0.27,0.4172999999999999,0.8419,0.5181,,,,,0.87,,0.5529,0.5821000000000001,15.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,0.87,2.6,0.0,0.03,0.67,,,,,,
Osvaldo Rodríguez,1.11,0.0,0.0,0.56,0.345,0.8776,0.5763,,,,,0.78,,0.5143,0.568,18.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.06,0.0,2.0,1.89,0.06,0.0478,1.0,,,,,,
Igor Lichnovsky,1.44,0.0,0.06,0.13,0.4231,0.9055,0.4082,,,,,0.56,,0.6545000000000001,0.6145,16.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.13,0.06,0.56,3.56,0.0,0.025,0.69,,,,,,
Ricardo Chávez,1.05,0.05,0.0,0.71,0.4295,0.8481000000000001,0.5063,,,,,1.19,,0.5797,0.5321,21.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.1,0.05,1.9,2.52,0.29,0.0795,1.38,,,,,,
Gastón Silva,1.06,0.06,0.0,1.0,0.4961,0.8421,0.5847,,,,,1.5,,0.4138,0.5234000000000001,18.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.06,0.0,2.11,4.28,0.0,0.0389,0.39,,,,,,
Diego Barbosa,1.0,0.0,0.0,1.38,0.3306,0.7429000000000001,0.3924,,,,,1.25,,0.6818000000000001,0.5962,16.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,4.5,1.81,0.06,0.065,1.13,,,,,,
Sebastián Cáceres,1.33,0.0,0.0,0.33,0.484,0.865,0.4074,,,,,0.4,,0.6047,0.618,15.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.2,3.33,0.13,0.0147,0.53,,,,,,
Adonis Frías,1.3,0.05,0.05,0.75,0.5479999999999999,0.8522,0.4593,,,,,1.4,,0.6825,0.6164000000000001,20.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.05,0.05,1.7,2.5,0.0,0.0745,0.8,,,,,,
Miguel Layún,0.57,0.0,0.0,0.79,0.3436,0.8898,0.7045,,,,,0.36,,1.0,0.6,14.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,0.93,0.36,0.21,0.0764,0.14,,,,,,
Facundo Almada,0.89,0.06,0.0,0.28,0.4117,0.8245999999999999,0.4465999999999999,,,,,1.22,,0.6609999999999999,0.6373,18.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.11,0.06,1.0,3.5,0.0,0.0227999999999999,0.5,,,,,,
Kevin Álvarez,0.53,0.0,0.0,0.58,0.3404999999999999,0.8192,0.4332999999999999,,,,,0.53,,0.5417000000000001,0.4702,19.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.05,0.0,1.63,0.89,0.21,0.0762999999999999,1.58,,,,,,
Hugo Nervo,1.41,0.0,0.0,0.24,0.5159,0.8153,0.3851,,,,,1.0,,0.5385,0.5878,17.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.29,3.65,0.06,0.0288,0.59,,,,,,
Victor Guzmán,1.33,0.0,0.0,0.0,0.4479999999999999,0.8586,0.4203,,,,,0.73,,0.5686,0.6111,15.0,1.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.8,2.47,0.0,0.0333,0.87,,,,,,
Nathan Silva,1.0,0.0,0.0,0.5,0.457,0.8304,0.4597,,,,,0.8,,0.4699,0.5033,20.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.1,0.05,1.45,3.5,0.0,0.0455,0.75,,,,,,
Diego Reyes,1.69,0.0,0.0,0.54,0.4438,0.9012,0.5532,,,,,1.0,,0.4894,0.5,13.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.15,2.62,0.0,0.0262,0.54,,,,,,
Cristian Calderón,0.73,0.07,0.0,0.67,0.2933,0.7681999999999999,0.3594,,,,,1.07,,0.4054,0.513,15.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.93,1.0,0.27,0.0447,0.8,,,,,,
Luis Fuentes,0.55,0.0,0.0,0.5,0.41,0.8841,0.4097999999999999,,,,,0.45,,0.5588000000000001,0.5726,20.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.65,1.4,0.05,0.069,0.8,,,,,,
Gustavo Cabral,1.31,0.0,0.0,0.56,0.4531,0.8606999999999999,0.5316,,,,,1.5,,0.6087,0.5694,16.0,3.0,2.0,Mexico Liga MX Apertura,3.0,0.0,0.0,1.06,3.69,0.0,0.0281,0.69,,,,,,
Willer Ditta,1.07,0.07,0.0,0.8,0.536,0.8382999999999999,0.526,,,,,1.2,,0.3672999999999999,0.488,15.0,2.0,2.0,Mexico Liga MX Apertura,3.0,0.07,0.0,1.6,1.87,0.0,0.0473,1.07,,,,,,
