Name,Interceptions,Penalty committed,Errors lead to goal,Dribbled past,Total passes,Accurate passes %,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Aerial duels won %,Total duels won %,Appearances,Age Range,Position,League,Level,Goals,Headed goals,Tackles,Clearances,Big chances created,Accurate final third passes,Fouls,Successful dribbles %,Total shots,Set piece conversion %,Assists,Was fouled,Big chances missed
Ahmed Fawzi,0.73,,,0.82,0.2445,0.71,0.4255,,,,,,,0.4736999999999999,0.5063,11.0,1.0,3.0,Egipto Premier League,4.0,0.0,,1.45,,0.09,0.0426999999999999,1.45,0.625,0.45,0.0,0.09,0.91,
Ahmed Said,0.69,,,0.5,0.1987999999999999,0.7358,0.5362,,,,,,,0.3,0.4909,16.0,2.0,3.0,Egipto Premier League,4.0,0.0,,0.94,,0.06,0.0444,0.56,1.0,0.19,0.0,0.0,0.44,
Ahmed  Abdelkader,0.38,,,0.54,0.2471,0.8212,0.6061,,,,,,,0.2857,0.361,24.0,1.0,3.0,Egipto Premier League,4.0,0.25,,0.75,,0.08,0.0779,1.13,0.4138,1.83,0.0,0.0,1.0,
Mohamed Mahmoud,0.4,,,0.75,0.174,0.7902,0.6585,,,,,,,0.56,0.56,20.0,2.0,3.0,Egipto Premier League,4.0,0.0,,1.1,,0.0,0.0555,0.75,0.5417000000000001,0.95,0.0,0.05,1.75,
Farid Shawky,1.0,,,0.93,0.5059,0.8316,0.5524,,,,,,,0.4286,0.4772999999999999,27.0,3.0,3.0,Egipto Premier League,4.0,0.0,,1.41,,0.0,0.0633,0.81,0.4286,0.22,0.0,0.04,0.48,
Omar Gaber,0.81,,,0.38,0.2594,0.8312999999999999,0.5,,,,,,,0.5455,0.5556,16.0,3.0,3.0,Egipto Premier League,4.0,0.0,,1.63,,0.06,0.06,0.88,0.3636,0.38,0.0,0.06,0.56,
Ahmed Yasser,0.9,,,1.1,0.213,0.6808,0.4443999999999999,,,,,,,0.4783,0.4286,20.0,3.0,3.0,Egipto Premier League,4.0,0.15,,1.8,,0.15,0.043,1.0,0.3214,1.05,0.0,0.1,0.55,
Naser Naser,0.65,,,0.94,0.2535,0.8306,0.5435,,,,,,,0.381,0.5046,17.0,2.0,3.0,Egipto Premier League,4.0,0.0,,1.12,,0.0,0.0487999999999999,1.0,0.6,0.76,0.0,0.0,0.94,
Abderrahim Deghmoum,0.28,,,1.0,0.2852,0.784,0.5872999999999999,,,,,,,0.5806,0.4594,25.0,2.0,3.0,Egipto Premier League,4.0,0.08,,1.44,,0.04,0.0788,1.48,0.5125,1.68,0.0,0.04,1.4,
Mostafa Abdel Rasoul,0.83,,,0.42,0.2133,0.6992,0.359,,,,,,,0.5714,0.5465,12.0,2.0,3.0,Egipto Premier League,4.0,0.0,,1.83,,0.0,0.0192,0.75,0.5,0.58,0.0,0.0,0.33,
Emad Fathy,0.87,,,0.63,0.256,0.7552,0.4697,,,,,,,0.2951,0.4775999999999999,30.0,2.0,3.0,Egipto Premier League,4.0,0.0,,1.83,,0.17,0.0677,1.67,0.5574,0.77,0.0,0.03,1.77,
Belal El Sayed,0.55,,,0.55,0.276,0.7898999999999999,0.4614999999999999,,,,,,,0.3333,0.4336,20.0,1.0,3.0,Egipto Premier League,4.0,0.05,,1.0,,0.05,0.0605,1.2,0.5385,1.2,0.0,0.05,0.8,
Hesham Balaha,0.73,,,0.45,0.1964,0.8240999999999999,0.6923,,,,,,,0.3333,0.3488,11.0,2.0,3.0,Egipto Premier League,4.0,0.0,,0.64,,0.0,0.0464,0.91,0.6,0.45,0.0,0.0,0.18,
Malek Baayou,1.33,,,0.75,0.25,0.76,0.4118,,,,,,,0.5832999999999999,0.5217,12.0,1.0,3.0,Egipto Premier League,4.0,0.08,,1.33,,0.0,0.0533,1.08,0.6111,1.0,0.0,0.0,1.08,
Ahmed El-Saghiri,0.63,,,0.37,0.2113,0.7555,0.3725,,,,,,,0.4706,0.5640999999999999,30.0,2.0,3.0,Egipto Premier League,4.0,0.03,,0.67,,0.03,0.037,0.3,0.5,0.27,0.0,0.0,0.9,
Ahmed Madbouli,0.34,,,0.72,0.241,0.7167,0.3975999999999999,,,,,,,0.1071,0.4122,29.0,2.0,3.0,Egipto Premier League,4.0,0.03,,1.28,,0.1,0.0793,0.86,0.4167,1.21,0.0,0.14,1.24,
Ahmed Mostafa,0.6,,,0.6,0.2572,0.7605,0.4032,,,,,,,0.4443999999999999,0.4645,25.0,2.0,3.0,Egipto Premier League,4.0,0.04,,1.0,,0.04,0.072,1.2,0.4286,1.32,0.0,0.08,1.36,
Sayed Abdallah,0.27,,,0.23,0.2254,0.8549,0.5806,,,,,,,0.375,0.5,26.0,1.0,3.0,Egipto Premier League,4.0,0.04,,0.54,,0.12,0.0665,0.42,0.5306000000000001,0.23,0.0,0.08,0.46,
Mohamed Abdel Aati,0.21,,,0.29,0.2771,0.799,0.7254999999999999,,,,,,,0.3333,0.5179,14.0,2.0,3.0,Egipto Premier League,4.0,0.07,,0.57,,0.0,0.07,0.43,0.4,0.07,0.0,0.0,1.14,
Mohamed Ramadan,0.09,,,0.09,0.1344999999999999,0.7973,0.5417000000000001,,,,,,,0.0,0.6087,11.0,3.0,3.0,Egipto Premier League,4.0,0.0,,0.36,,0.09,0.0364,0.0,0.5,0.36,0.0,0.0,0.82,
Marwan Dawoud,0.94,,,0.71,0.2523999999999999,0.7086,0.2817,,,,,,,0.28,0.4118,17.0,2.0,3.0,Egipto Premier League,4.0,0.06,,1.12,,0.0,0.0418,1.0,0.375,0.71,0.0,0.0,0.65,
